Date,Color,Breed,Sex,State,Name,DateCreated
1999-02-21,Orange,Pomeranian,F,Found,No Name,2005-06-21
1999-02-22,Black & Orange,Shep X,F/S,Lost,Lupa,2005-06-21
1999-02-22,Black,Lab,M/N,Lost,No Name,2005-06-21
1999-02-22,Black & Tan,Germ Shep,F/S,Matched,Whisper,2005-06-21
1999-02-23,Black & Tan,Rottweiler,M,Found,No Name,2005-06-21
1999-02-23,Brown & Rust,Golden Retriever,M,Matched,Chewy,2005-06-21
1999-02-24,Black,Black Lab,M,Found,No Name,2005-06-21
1999-02-24,Rust,Ridgeback,F,Matched,Lucy Luhinder,2005-06-21
1999-02-24,Black & Tan,German Sheperd,M,Found,No Name,2005-06-21
1999-02-25,Black,Lab - Puppy,M,Matched,No Name,2005-06-21
1999-02-24,Brown,Rott X,M,Lost,Wagger,2005-06-21
1999-02-24,Brown,Rott X,M,Lost,Chops,2005-06-21
1999-02-25,Black & Brown,Lab X,M,Matched,No Name,2005-06-21
1999-02-25,Black & White,Border Collie,M,Lost,Odon,2005-06-21
1999-02-26,Black & White,Terrier X,F/S,Lost,Cara,2005-06-21
1999-02-25,Red & White,Siberian Husky,M,Found,No Name,2005-06-21
1999-02-26,Black & Tan,Shep X Rotty,F/S,Lost,Shylo,2005-06-21
1999-02-27,Black & Tan,Rott,M/N,Matched,No Name,2005-06-21
1999-02-27,Black,Pitbull,M/N,Matched,No Name,2005-06-21
1999-02-27,Salt & Pepper,Jr Terrier,F/S,Lost,Rosie,2005-06-21
1999-02-27,Red,Doby,F/S,Matched,Duby,2005-06-21
1999-03-02,White,Boxer,M,Lost,Bruno,2005-06-21
1999-03-03,Black & Tan,Daschund X Terr,M,Lost,No Name,2005-06-21
1999-02-26,Black & Tan,Rottweiler,F/S,Lost,Cody,2005-06-21
1999-03-03,Brown & White,Bulldog,M,Lost,Popeye,2005-06-21
1999-03-03,Brown & Black & White,Bulldog,F,Lost,Georgia,2005-06-21
1999-03-03,Brown,Terrier X,F,Found,Fanny,2005-06-21
1999-03-03,Brown & Black & White,Siberian Husky,M/N,Matched,Miko,2005-06-21
1999-03-03,Yellow,Lab X Pit,F/S,Lost,Mango,2005-06-21
1999-03-03,Cream & Black,Husky X,M,Lost,Dustin,2005-06-21
1999-03-04,White,Shih Tzu,F,Lost,No Name,2005-06-21
1999-03-04,Tan & White,Spaniel X,F,Found,No Name,2005-06-21
1999-03-04,Black,Labrador,M/N,Lost,No Name,2005-06-21
1999-03-05,Black & Brown,Sheperd X Doberman,F/S,Lost,Tara,2005-06-21
1999-03-05,Black,Sheperd X Lab,F/S,Lost,Rew,2005-06-21
1999-03-05,Blonde,Cocker Spaniel,F,Found,No Name,2005-06-21
1999-03-05,Black & Brown,Rottweiler,M,Lost,Ravage,2005-06-21
1999-03-05,White,Lhasa X Poo,F/S,Lost,Velvet,2005-06-21
1999-03-05,Blonde,American Cocker,F/S,Lost,Mise',2005-06-21
1999-03-06,Black,Lab,M,Matched,Louie,2005-06-21
1999-03-06,Chocolate,Pitbull,F/S,Lost,Tara,2005-06-21
1999-03-06,White,American Eskimo,M/N,Found,No Name,2005-06-21
1999-03-06,Golden,Lab Pup,M,Matched,No Name,2005-06-21
1999-03-08,Black,Lab,M/N,Lost,No Name,2005-06-21
1999-03-09,Black & White,Border Collie X Lab,F,Lost,Cala,2005-06-21
1999-03-09,Golden,Golden Retreiver,M,Lost,Ben,2005-06-21
1999-03-10,Brown,Red Nose Pitbull,M,Lost,Ruckess,2005-06-21
1999-03-10,Black & Tan,Rott X,M,Lost,Max,2005-06-21
1999-03-10,Tan,Lab X Pit,M/N,Found,Bull On Collar,2005-06-21
1999-03-11,Black & White,Rott X Shep,F,Lost,Cannabis,2005-06-21
1999-03-13,Black & White,Border Collie,M/N,Matched,Oreo,2005-06-21
1999-03-13,White,Bichon Frise,M,Lost,Teddy,2005-06-21
1999-03-14,Tri,Beagle X Border Collie,M/N,Lost,Jim,2005-06-21
1999-03-15,Black & Tan,Cairn Terrier,M/N,Matched,Hudson,2005-06-21
1999-03-15,Black & White,Lab X,F,Matched,No Name,2005-06-21
1999-03-15,White,Dog,M,Found,No Name,2005-06-21
1999-03-15,Blonde & Black & White,Cairn Terr.,M,Matched,No Name,2005-06-21
1999-03-16,White,Bichon X Maltese,F/S,Matched,Koukla,2005-06-21
1999-03-16,Tan & White,Chi X,M,Found,No Name,2005-06-21
1999-03-17,Gold & White,Shih Tzu,M,Found,No Name,2005-06-21
1999-03-18,Red,Pitbull,M,Lost,Rukus,2005-06-21
1999-03-18,Black & White,Pitbull,M,Lost,Bruno,2005-06-21
1999-03-18,Black & White,Border Collie,F/S,Found,Trixie,2005-06-21
1999-03-19,Black & Tan,Rottweiler,M/N,Lost,King,2005-06-21
1999-03-19,Black & Tan,P B Shep,M,Lost,Chupkin,2005-06-21
1999-03-19,Golden & Orange,Chow X,M/N,Lost,No Name,2005-06-21
1999-03-20,Black & White,Dalmation,M,Matched,Perry,2005-06-21
1999-03-20,Black,Shep X Lab,M,Found,No Name,2005-06-21
1999-03-20,Black & Tan,Shep,M,Lost,Chubkin,2005-06-21
1999-03-20,Grey,Weimareiner,M,Lost,Galahad,2005-06-21
1999-03-20,Black & Grey,Norweign Elkhound,F/S,Matched,Tessa,2005-06-21
1999-03-21,Brownish Black,Pit X  Greyhound,F,Lost,Sophie,2005-06-21
1999-03-21,Gold & White,Sheltie,M/N,Lost,Tim,2005-06-21
1999-03-21,White,Maltese,M,Lost,Fluffy,2005-06-21
1999-03-20,White,Maltipoo,M,Matched,No Name,2005-06-21
1999-03-22,Brown With Grey White Tail,Australian Blue Heeler,F,Lost,Roxy,2005-06-21
1999-03-22,Orange,Pomeranian,M,Lost,Ruby,2005-06-21
1999-03-23,Black & White Some Brown,Sheltie X,M/N,Lost,Brew,2005-06-21
1999-03-23,Rust,Chow,M,Lost,Chewy,2005-06-21
1999-03-23,White & Brown Patch Over Eye,Terrier X,M/N,Lost,Simba,2005-06-21
1999-03-24,Black & Brown,Manchester Terrier,M/N,Lost,Huggy,2005-06-21
1999-03-24,Black & White,Husky,M/N,Lost,Yukon,2005-06-21
1999-03-24,Black & Tan & White,Malamute X Shep,M,Matched,No Name,2005-06-21
1999-03-25,Black,Cocker Spaniel,M/N,Lost,Faul,2005-06-21
1999-03-24,Red,Husky X Chesapeke,F/S,Lost,Wosco,2005-06-21
1999-03-27,Gold,Golden Retriever,F,Lost,No Name,2005-06-21
1999-03-27,Black & White,Dalmation,F/S,Lost,No Name,2005-06-21
1999-03-28,Black,Lab X Pointer,F/S,Matched,Lady,2005-06-21
1999-03-28,Black & Tan,Shep X,F,Found,No Name,2005-06-21
1999-03-28,Golden,Golden Retreiver,F/S,Lost,Sasha,2005-06-21
1999-03-29,Black & White,Husky,F/S,Matched,Glacier,2005-06-21
1999-03-29,White,Maltese,M/N,Lost,Indian,2005-06-21
1999-03-29,Brindle,Shih Tsu,M,Lost,Mistro,2005-06-21
1999-03-30,White,Maltipoo,F,Matched,Trixie,2005-06-21
1999-03-30,Brindle,Shih Tsu,M,Lost,No Name,2005-06-21
1999-03-26,Black & Tan,Shep X,F/S,Lost,Karen,2005-06-21
1999-03-28,White,Bichon Frise,F/S,Lost,Lady,2005-06-21
1999-04-01,Yellow,Lab,F,Matched,Keily,2005-06-21
1999-04-01,Black & White,Border Collie,F/S,Lost,Katie,2005-06-21
1999-04-01,Yellow,Lab X,M,Found,No Name,2005-06-21
1999-03-25,White,Husky X,F,Found,No Name,2005-06-21
1999-04-02,Golden,Lab,F,Lost,Shadow,2005-06-21
1999-04-03,Black & Brown,Mini-yorkie,M/N,Lost,No Name,2005-06-21
1999-04-04,Chocolate,Lab,M,Found,No Name,2005-06-21
1999-04-04,Black & Tan,Terrier X,F,Found,No Name,2005-06-21
1999-04-09,Black,Border Collie X Lab,F/S,Lost,Madeline,2005-06-21
1999-04-09,Salt & Pepper,Cairn Terrier,M/N,Matched,Watson,2005-06-21
1999-04-09,White,Maltese,M/N,Lost,Pat,2005-06-21
1999-04-10,Black & White,Maltipoo,M,Lost,Barney,2005-06-21
1999-04-10,Two Black Dogs,Lab X Collie X Beagle,M,Found,Coco And Wayne,2005-06-21
1999-04-10,Black & Grey,Lab X Terr,M,Found,No Name,2005-06-21
1999-04-11,Black,Collie,F,Lost,Sheka,2005-06-21
1999-04-11,Biege,Poodle,M,Lost,Sparky,2005-06-21
1999-04-12,Tan & White,Lab X Terr,F/S,Matched,Amber,2005-06-21
1999-04-13,Black & Tan,Sheperd,F/S,Matched,Fuji,2005-06-21
1999-04-13,Black,Rott X Shep X Lab,M,Lost,No Name,2005-06-21
1999-04-13,Black & Gold,Yellow Lab X Bord Collie,M/N,Lost,Buster,2005-06-21
1999-04-13,Black & White,Japanese Terrier X,F/S,Matched,Henny,2005-06-21
1999-04-13,Black & Tan,Rott X Shep,F,Lost,Sheba,2005-06-21
1999-04-13,Cream,Shepherd X,F,Found,No Name,2005-06-21
1999-04-13,Black & White,Border Collie X Lab,M/N,Matched,Dudley,2005-06-21
1999-04-14,Brown & White,Boxer,F/S,Lost,No Name,2005-06-21
1999-04-14,Brown & White,Jr Terrier,M,Found,Kaspar,2005-06-21
1999-04-15,Brown,Poodle (small),M/N,Lost,Brownie,2005-06-21
1999-04-15,Black & Tan,Pomeranian,M,Lost,Mickey,2005-06-21
1999-04-16,Cinnamon,Shiba Inu,F/S,Lost,Nishka,2005-06-21
1999-04-16,Reddish,Spaniel X,M,Found,No Name,2005-06-21
1999-04-16,Brown & Grey & White,Sheltie,M,Found,No Name,2005-06-21
1999-04-17,Grey,Elkhound  X,M,Matched,Bear (aka Fozzie),2005-06-21
1999-04-17,Black & Tan,"Shep  X  (small, Curly Tail)",M,Lost,Max,2005-06-21
1999-04-17,Black,Chow,M,Lost,No Name,2005-06-21
1999-04-17,Black & Tan,Shepherd (pup),M,Found,No Name,2005-06-21
1999-04-18,White,Malti (25 Lbs),F,Lost,Ginger,2005-06-21
1999-04-21,Golden Red,Retreiver,F/S,Lost,Molly,2005-06-21
1999-04-21,Brindle,Boxer,F,Found,No Name,2005-06-21
1999-04-20,Brown & White,Lhaso Apso,M,Lost,Patch,2005-06-21
1999-04-22,Black & Tan,Rott X Shep,M/N,Lost,No Name,2005-06-21
1999-04-23,Beige & Black,Pug,M,Matched,No Name,2005-06-21
1999-04-23,Grey & Brown,Shep X Wolf,M/N,Matched,Lucas,2005-06-21
1999-04-23,Black & Whtie,Peki  X Shih,M,Lost,Kujo,2005-06-21
1999-04-23,Black & Tan,Shep X,F/S,Found,No Name,2005-06-21
1999-04-24,Black & Tan,Shep,M/N,Found,Dasher,2005-06-21
1999-04-24,Brown & Gold,Pomeranian,F,Lost,Hooler,2005-06-21
1999-04-24,Black & White,Pitbull X,M,Lost,Clouseau,2005-06-21
1999-04-24,Black & Tan,Rott,F,Lost,Xena,2005-06-21
1999-04-24,Lite Brown,Pitbull,F/S,Matched,Shami,2005-06-21
1999-04-25,Black & Brown,Lab X Chesapeake,F,Lost,Jackie Madeleine,2005-06-21
1999-04-25,Black,Lab X Rott,M/N,Lost,K.C.,2005-06-21
1999-04-25,Fawn,Boxer,F/S,Lost,Sophie,2005-06-21
1999-04-25,Orange,Pom,M/N,Lost,Popeye,2005-06-21
1999-04-25,Brown & White,Keeshound,M,Matched,Caviar,2005-06-21
1999-04-25,Apricot,Poodle,M/N,Found,No Name,2005-06-21
1999-04-26,White,Lhasa Apso,M/N,Matched,Sprinkle,2005-06-21
1999-04-26,White,Lhasa Apso,M/N,Matched,Lindo,2005-06-21
1999-04-26,Brindle,Pitbull,M,Found,No Name,2005-06-21
1999-04-27,Tan & White,Lab X,F,Lost,Tasha,2005-06-21
1999-04-27,Black & Tan,Shep X,F,Found,No Name,2005-06-21
1999-04-28,Apricot & White,Poodle,M,Lost,Bailey,2005-06-21
1999-04-28,Black & White,Siberian Husky,M/N,Lost,Bo,2005-06-21
1999-04-28,Black,Dog,M,Found,No Name,2005-06-21
1999-04-29,Black & White,Border Collie,F,Matched,Mitzi,2005-06-21
1999-04-29,Orange,Toy Pomeranian,M/N,Lost,Manny,2005-06-21
1999-04-29,Black & White,Sheltie,M,Lost,Fullie,2005-06-21
1999-04-30,Brown,Chow (2 Dogs Same),M,Matched,No Name,2005-06-21
1999-04-28,Black & Tan,Akita,M,Found,No Name,2005-06-21
1999-04-30,Black & Tan,Rott,M,Matched,No Name,2005-06-21
1999-04-30,Brown & White,Greyhound,M,Matched,No Name,2005-06-21
1999-04-30,Black & White,Dalmation,M,Found,No Name,2005-06-21
1999-04-30,Grey & Tan & White,Shep X Husky,M/N,Lost,Moses,2005-06-21
1999-05-02,Black & Tan,Corgi X Shep X Bassett,M,Matched,No Name,2005-06-21
1999-05-02,Rusty Red,Irish Terrier,M/N,Lost,Rusty,2005-06-21
1999-05-02,Black & White,Labx,M/N,Found,No Name,2005-06-21
1999-05-03,Black,Lab X,F/S,Lost,Jay,2005-06-21
1999-05-03,Gold,Golden Retreiver,M/N,Lost,Rupert,2005-06-21
1999-05-03,Golden,Golden Retreiver,M/N,Lost,No Name,2005-06-21
1999-05-04,Black & White,Dalmation,M/N,Matched,No Name,2005-06-21
1999-05-04,Gold,Rhodesian Ridgeback,M,Matched,Agano,2005-06-21
1999-05-04,Red & Brown,Doberman X,M,Lost,Cypress,2005-06-21
1999-05-05,Black & Tan & White,Husky X,M/N,Lost,Winter,2005-06-21
1999-05-05,Black,Lab X,F,Matched,No Name,2005-06-21
1999-05-05,Black & Tan,Shep X Husky,M/N,Lost,Homer,2005-06-21
1999-05-07,Silver & White,Silver Fox Sheltie,M/N,Matched,Chimo,2005-06-21
1999-05-07,Brown & White Brindle,Boxer,M,Lost,Coda,2005-06-21
1999-05-07,Tan & White,Chi X Poodle,M,Matched,Shadow,2005-06-21
1999-05-08,Red Brindle,Boxer,M,Matched,Tarzan,2005-06-21
1999-05-08,Black & Tan,Rott X Shep,M,Lost,Dash,2005-06-21
1999-05-08,Black & Tan,Shepherd X,F,Found,No Name,2005-06-21
1999-05-08,Golden,Retriever,M,Lost,Billy,2005-06-21
1999-05-10,Brown & Black & White,Shih Tzu X,M,Found,No Name,2005-06-21
1999-05-10,Grey With White Spots Over Eye,Wolf X,M,Lost,Teak,2005-06-21
1999-05-10,Red,Amer. Retriever,F,Lost,Molly,2005-06-21
1999-05-11,Brown,Pitbull & Chihuahua,F,Lost,No Name,2005-06-21
1999-05-11,Dark Brown,Chihuahua,M,Found,No Name,2005-06-21
1999-05-12,Dark Brown & White,German Short Haired Pointer,F,Lost,Asia,2005-06-21
1999-05-12,Black & Tan,Shep X,F/S,Lost,Ramona,2005-06-21
1999-05-12,Black & Tan,Shep X Lab,M,Lost,Jazu,2005-06-21
1999-05-13,Black,Alaskan Husky,M,Matched,Jordon,2005-06-21
1999-05-13,Red,Retriever - 15 Yrs Old,F,Lost,No Name,2005-06-21
1999-05-14,Black,Lab X Newfie,M/N,Matched,Andrew,2005-06-21
1999-05-13,Golden,Retriever,M,Matched,Magic,2005-06-21
1999-05-14,Brown,Brussels Griffon,M,Matched,Scamp,2005-06-21
1999-05-14,Brown & Black & White,Shep X Lab,M,Lost,Jazzoo,2005-06-21
1999-05-15,Tan & White,Sheltie,M/N,Found,Tim,2005-06-21
1999-05-15,Beige Short Hair,German Weimaraner,M,Lost,Mercury,2005-06-21
1999-05-15,Tan & White,Chow X Husky,M,Lost,Frankie,2005-06-21
1999-05-15,Grey & White,Lhasa X Shih,M,Found,No Name,2005-06-21
1999-05-16,Brown,Lab,M,Matched,Angus,2005-06-21
1999-05-15,Black & Tan,Min Pin,M,Lost,No Name,2005-06-21
1999-05-17,Silver Grey,Min Schnauzer,M,Lost,Fritz,2005-06-21
1999-05-18,Blonde,Shep X Husky,F/S,Matched,Sandi,2005-06-21
1999-05-18,Black,Toy Poodle,F/S,Found,Cheeka,2005-06-21
1999-05-19,Black & White,Shep X Wolf,M,Found,Commander,2005-06-21
1999-05-19,Tan,Wolf X Shep (pup),M,Lost,No Name,2005-06-21
1999-05-20,Tan,Shepherd X,M,Matched,No Name,2005-06-21
1999-05-20,Black & Tan,German Shepherd,M,Matched,Wang,2005-06-21
1999-05-17,Sable,Sheltie,F,Lost,Cutie,2005-06-21
1999-05-17,Brown,Norwich Terrier,M,Lost,Bam Bam,2005-06-21
1999-05-26,Tan & White,Jack Russell Terrier,F,Lost,Pipsqeak,2005-06-21
1999-05-26,Black,Bouvier,F,Matched,Christy,2005-06-21
1999-05-27,White & Beige,Mutt,F/S,Matched,Seashell,2005-06-21
1999-05-27,Black & Grey,Poodle,F,Lost,No Name,2005-06-21
1999-05-27,Tan & Rust,Rott X Chow,F,Lost,Meg,2005-06-21
1999-05-28,Brown & Liver,Gsh Pointers,M,Found,No Name,2005-06-21
1999-05-28,Charcoal Grey,Akita X,M/N,Lost,Frank,2005-06-21
1999-05-29,Black & Brown,Rotty X,F,Lost,Biko,2005-06-21
1999-05-29,Black,Lab,M,Matched,Rocky,2005-06-21
1999-05-29,Black,Collie X Terrier,F,Lost,Leah,2005-06-21
1999-05-30,White,Bichon,M,Matched,Dodo,2005-06-21
1999-05-30,Cream,Poodle,M,Matched,Dooby,2005-06-21
1999-05-31,White,Poodle,F/S,Found,No Name,2005-06-21
1999-06-01,Black & Tan,Sheperd,M,Lost,Chumley,2005-06-21
1999-06-02,Black & White,Border Collie,M,Matched,Lassie,2005-06-21
1999-06-02,Black & Tan,Shep X,M,Matched,Rocky,2005-06-21
1999-06-02,Black & Tan,Shepherd,M,Lost,Duky,2005-06-21
1999-06-02,Black & Tan,Min. Pinsher,F,Found,No Name,2005-06-21
1999-06-02,Black & Brown,Bull Mastiff X Rott,F/S,Lost,Jasmine,2005-06-21
1999-06-03,Gold,Cocker Spaniel,F,Found,No Name,2005-06-21
1999-06-03,Tan & White,Beagle,M,Lost,Scrappy,2005-06-21
1999-06-03,Tri Colour,Collie X,M,Lost,Charley,2005-06-21
1999-06-03,Black & White,Lab X Pointer,M/N,Matched,Kai,2005-06-21
1999-06-03,Brown & White,Jr Terrier,F/S,Matched,Molly,2005-06-21
1999-06-04,Black & Tan,Shep X,F,Found,No Name,2005-06-21
1999-06-04,Black & Tan,Shep,F/S,Matched,No Name,2005-06-21
1999-06-04,Black,Lab X,F/S,Matched,No Name,2005-06-21
1999-06-04,Black,Akita X,F/S,Matched,No Name,2005-06-21
1999-06-05,Yellow,Lab,M/N,Lost,Shinook,2005-06-21
1999-06-05,Yellow,Golden Retriever,M/N,Lost,No Name,2005-06-21
1999-06-06,Black & Grey,Akita,F,Lost,Askor,2005-06-21
1999-06-06,Black & Tan,Rotty,M/N,Lost,Hercules,2005-06-21
1999-06-06,Black & Gold,Yorkie Terrier,M,Lost,Pookie,2005-06-21
1999-06-08,Black & Grey & White,Lhasa Apso,F,Lost,Petunia,2005-06-21
1999-06-08,Black & Tan,Rotty (puppy),M,Lost,Happy,2005-06-21
1999-06-09,Sable & White,Sheltie,M,Lost,Spanky,2005-06-21
1999-06-09,White Black & Grey Markings,Terrier X,F,Found,No Name,2005-06-21
1999-06-09,Red,Retriever X,M,Lost,No Name,2005-06-21
1999-06-09,Black & Tan,Shep X Husky,M,Lost,No Name,2005-06-21
1999-06-09,Black & Tan,Rotty,M,Lost,Rex,2005-06-21
1999-06-09,Redish Blonde,Golden Retriever,M/N,Matched,On On,2005-06-21
1999-06-09,Black & White,Border Collie,F/S,Lost,Mime,2005-06-21
1999-06-09,Black & Tan,Rottweiler,M,Lost,Rex,2005-06-21
1999-06-10,Black & Tan,Shep X Rotty,M,Found,No Name,2005-06-21
1999-06-11,Black,Lab,M,Lost,Jackson,2005-06-21
1999-06-11,Brown & White,Pekingese,F/S,Lost,Sylvie,2005-06-21
1999-06-11,White & Cream,Shih Tzu X,F,Found,No Name,2005-06-21
1999-06-11,Black & White,Husky X Lab,M,Matched,Buddy,2005-06-21
1999-06-12,Black,Lab,M,Lost,Buster,2005-06-21
1999-06-12,Black & White,Jr Terrier,M/N,Matched,Tango,2005-06-21
1999-06-14,Black,Collie X,M,Lost,Brodie,2005-06-21
1999-06-14,Brown,Collie X,M/N,Lost,Rudy,2005-06-21
1999-06-14,Black,Maltipoo X,M,Lost,Chief,2005-06-21
1999-06-15,Brown & White,Lhasa Apso,M/N,Found,Patch,2005-06-21
1999-06-15,Black W White Feet,Lab,M/N,Lost,Lou,2005-06-21
1999-06-15,Brown & Silver,Yorkshire Terrier,M,Lost,Bobby,2005-06-21
1999-06-16,White,Pekingnese,F,Lost,Goldie,2005-06-21
1999-06-16,Black,Lab X,M,Lost,Stanley,2005-06-21
1999-06-16,Fawn,Sharpei,M,Lost,Oly,2005-06-21
1999-06-16,Tri Color &  Brown & White,Shih Tzu,M,Lost,Piko,2005-06-21
1999-06-17,Black & Tan,Shep X Collie,F,Lost,Lupa,2005-06-21
1999-06-18,Black & Tan,Shepherd,M,Lost,Marky,2005-06-21
1999-06-18,Black,Alaskan Husky,M,Lost,Jordon,2005-06-21
1999-06-18,Sable & White On Belly,Pomeranian,M,Lost,Joey,2005-06-21
1999-06-19,Tan,Boxer,F,Lost,Gucci,2005-06-21
1999-06-20,Black & Tan,Rotty,F,Found,No Name,2005-06-21
1999-06-20,Black & Grey & White & Tan,Sharpei X Ridge X Pit,F/S,Lost,Jada And Dakota,2005-06-21
1999-06-22,White,Lab,F/S,Matched,Daisy,2005-06-21
1999-06-22,Tan,Sharpei,M,Lost,Kophie,2005-06-21
1999-06-22,Black & Tan,Husky X Wolf,F,Lost,Astro,2005-06-21
1999-06-22,Black,Rotty X Lab,M/N,Lost,Bear,2005-06-21
1999-06-22,Brindle & White,Pitbull,F,Lost,Cali,2005-06-21
1999-06-22,Black & White,Shih Tzu,F,Lost,No Name,2005-06-21
1999-06-22,Black & White,Pitbull,M,Lost,Tyson,2005-06-21
1999-06-23,White,Maltese,M,Lost,Moppy,2005-06-21
1999-06-24,Black & Tan,Rottweiler,F,Matched,No Name,2005-06-21
1999-06-23,Gold,Lhasa Apso,F/S,Lost,Zsa Zsa,2005-06-21
1999-06-25,Black,Spaniel,M,Found,No Name,2005-06-21
1999-06-25,Black & Tan,Rottweiler,M,Lost,Bull,2005-06-21
1999-06-25,Gold,Cocker Spaniel,M/N,Lost,Bosley,2005-06-21
1999-06-25,Black & Tan & White,Shepherd X,F/S,Matched,Cheema,2005-06-21
1999-06-25,Brindle,Mastif X,M,Matched,Leto,2005-06-21
1999-06-25,Brown & White,Lab X ? Pit Bull ?,F,Lost,Zero,2005-06-21
1999-06-26,Tan,Shih Tzu X,M,Lost,Sandy,2005-06-21
1999-06-26,Black,Flat Coated Retriever,F/S,Matched,Raven,2005-06-21
1999-06-27,Blonde,Husky X Wolf,F,Matched,Nikita,2005-06-21
1999-06-26,Gold,Cocker X Poodle,M,Matched,No Name,2005-06-21
1999-06-27,White,Terr?,,Found,No Name,2005-06-21
1999-06-28,White,Maltese,M,Found,No Name,2005-06-21
1999-06-28,Tan,Shih Tzu,F,Found,No Name,2005-06-21
1999-06-28,Gold,Retriever,M,Found,No Name,2005-06-21
1999-06-28,Cream  & Rust,Husky X (puppy),M,Matched,No Name,2005-06-21
1999-06-28,Cream & Tan,Lhasa Apso,F/S,Matched,Zsa Zsa,2005-06-21
1999-06-28,Black,Lab,M,Matched,No Name,2005-06-21
1999-06-29,Red,Rotty X Lab,M,Matched,Tray,2005-06-21
1999-06-29,Red & White,Britany Spaniel,M/N,Matched,Duke,2005-06-21
1999-06-29,Black & Tan,Rottweiler X,,Lost,Tiny,2005-06-21
1999-06-29,Black & Tan,Shepherd,M,Lost,Little Yellow,2005-06-21
1999-06-29,Black,Shep X,,Matched,No Name,2005-06-21
1999-06-29,Yellow,Shep X,,Matched,No Name,2005-06-21
1999-06-29,Black & Brown,Shep X Lab,F,Matched,No Name,2005-06-21
1999-06-30,Black & Tan,Husky X Wolf,F/S,Matched,Shadow,2005-06-21
1999-07-01,Black & Grey & White,Husky X Sheperd,F/S,Lost,Chiri,2005-06-21
1999-07-01,Black & White,Pitbull X,M,Found,No Name,2005-06-21
1999-07-01,Black & White,Husky X,F,Matched,No Name,2005-06-21
1999-07-02,Black,Lab X,F,Lost,Shadow,2005-06-21
1999-07-02,Black & Tan,Rottweiller,M,Lost,Rex,2005-06-21
1999-07-02,Blonde,Cocker Spaniel,M,Lost,Sammy,2005-06-21
1999-07-03,Tan,Pitbull,M/N,Matched,Buddy,2005-06-21
1999-07-03,Black & Tan,Doberman,M/N,Lost,Brody,2005-06-21
1999-07-04,Red,Long Haired Dacshund,F/S,Matched,Sasha,2005-06-21
1999-07-03,Black & Brown,Carin Terrier (shaved),M/N,Matched,Cody,2005-06-21
1999-07-04,Tan & White,Malt X Pom,M/N,Lost,Snuffy,2005-06-21
1999-07-04,Black,Small Dog,F,Matched,Riley,2005-06-21
1999-07-04,Black & Tan,Shep X,M/N,Lost,Gawain,2005-06-21
1999-07-04,Golden,Lab X Retriever,F/S,Lost,Athena,2005-06-21
1999-07-04,White,Mailese X,M,Found,No Name,2005-06-21
1999-07-04,Brindle,Carin Terrier (shaved),F/S,Lost,Kizzy,2005-06-21
1999-07-05,Red,Chow,F/S,Matched,Jasmine,2005-06-21
1999-07-05,Black & Tan,Shep X Collie,F,Lost,Gucci,2005-06-21
1999-07-05,Black,Cocker Spaniel,F/S,Lost,Toby,2005-06-21
1999-07-05,Black & Tan,Rottweiler (long Tail),M,Matched,Disco,2005-06-21
1999-07-05,Black & Tan & White,Lab X,M/N,Lost,Bailey,2005-06-21
1999-07-06,Black & White,Chow X Husky,M/N,Matched,Reginald,2005-06-21
1999-07-06,Brown & Black & White,Mongrel X,M,Lost,Bill,2005-06-21
1999-07-06,Tan,Pekinese,M/N,Lost,Lucky,2005-06-21
1999-07-06,Tan,Pitbull,M,Lost,Scar,2005-06-21
1999-07-06,Red,Chow X,F,Matched,Jasmine,2005-06-21
1999-07-06,Tan,Red Nose Pitbull,M,Lost,Scar,2005-06-21
1999-07-06,Silver & Black Markings,Siberian Husky,M/N,Lost,Kuno,2005-06-21
1999-07-06,Brown & Tan & White,Chihuahua X Beagle,M,Lost,Charlie,2005-06-21
1999-07-07,Black,Lab,F,Lost,No Name,2005-06-21
1999-07-07,Golden,Corgi X,M,Found,Columbus,2005-06-21
1999-07-07,Black,Terrier X,M/N,Lost,Smitty,2005-06-21
1999-07-07,Blonde,Cairn Terrier,M/N,Lost,Tavish,2005-06-21
1999-07-08,Salt & Pepper,Airedale,M/N,Lost,Beethoveen,2005-06-21
1999-07-08,Grey & White,Husky,M,Matched,Shiner,2005-06-21
1999-07-08,Brown & White,Shitzu,M/N,Lost,Charlie,2005-06-21
1999-07-08,Black & White,Lab X Collie,M,Lost,Winston,2005-06-21
1999-07-08,Blonde,Wheaten Terrier,M,Lost,Auggie,2005-06-21
1999-07-09,White W Black Eye Patch,Bichon X Poodle,F,Matched,Daisy,2005-06-21
1999-07-09,Tan,Akita,,Matched,No Name,2005-06-21
1999-07-10,Black,Border Collie,F/S,Lost,Coco,2005-06-21
1999-07-08,Black,Lab X,F,Found,No Name,2005-06-21
1999-07-10,Orange & Brown,Pom,F,Lost,Cherry,2005-06-21
1999-07-10,Black & Tan,Yorkie,M/N,Lost,Kisaac,2005-06-21
1999-07-11,Tan,Pug,F,Matched,No Name,2005-06-21
1999-07-11,Black,Border Collie,F,Matched,Jen,2005-06-21
1999-07-11,Black & Tan,Rottweiler,M,Lost,Dag,2005-06-21
1999-07-11,Grey,Poodle X Terrier,M/N,Matched,Bru,2005-06-21
1999-07-12,Black & Tan,Border Collie X,F/S,Lost,Chelsea,2005-06-21
1999-07-12,Brown & White,Husky X,F,Found,No Name,2005-06-21
